unitid,year,inst_name,applied,admitted,enrolled,est_fte,grad_rate_150,acceptance_rate,yield_rate,is_bowdoin,enroll_nonresident,enroll_hispanic,enroll_aian,enroll_asian,enroll_black,enroll_nhpi,enroll_white,enroll_two_or_more,enroll_unknown,enroll_instate,enroll_outofstate,enroll_intl,deg_diploma_pct_education,deg_pct_area_ethnic_studies,deg_pct_biological_life_sciences,deg_pct_computer_info_sciences,deg_pct_english,deg_pct_foreign_languages,deg_pct_history,deg_pct_interdisciplinary,deg_pct_mathematics,deg_pct_natural_resources,deg_pct_philosophy_religion,deg_pct_physical_sciences,deg_pct_psychology,deg_pct_social_sciences,deg_pct_visual_performing_arts,deg_total_graduates
197133,2012,Vassar College,7908.0,1806.0,660.0,2469.0,94.1,22.83763277693475,36.544850498338874,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2013,Vassar College,7597.0,1806.0,666.0,2446.0,92.1,23.77254179281295,36.87707641196013,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2014,Vassar College,7784.0,1832.0,665.0,2475.0,93.9,23.53545734840699,36.299126637554586,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2015,Vassar College,7567.0,1947.0,668.0,2444.0,92.7,25.730144046517772,34.30919363122753,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2016,Vassar College,7306.0,1964.0,659.0,2388.0,92.4,26.882014782370657,33.55397148676171,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2017,Vassar College,7746.0,1842.0,624.0,2353.0,92.9,23.78001549186677,33.876221498371336,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2018,Vassar College,8312.0,2043.0,686.0,2388.0,91.5,24.578922040423485,33.57807146353402,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2019,Vassar College,8961.0,2127.0,691.0,2483.0,88.6,23.73619015734851,32.487070992007524,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2020,Vassar College,8663.0,2126.0,588.0,2429.0,93.2,24.541152025857095,27.657572906867355,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2021,Vassar College,10884.0,2193.0,679.0,2441.0,94.8,20.148842337375964,30.962152302781575,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197133,2022,Vassar College,11412.0,2129.0,681.0,,91.9,18.655800911321414,31.986848285580084,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2010,Washington and Lee University,6627.0,1259.0,472.0,1676.0,89.3,18.99803832805191,37.4900714853058,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2011,Washington and Lee University,6487.0,1182.0,495.0,1682.0,91.4,18.221057499614616,41.878172588832484,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2012,Washington and Lee University,5972.0,1163.0,479.0,1781.0,91.4,19.474212993971868,41.1865864144454,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2013,Washington and Lee University,6222.0,1147.0,480.0,1769.0,88.4,18.434586949533912,41.84829991281604,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2014,Washington and Lee University,5797.0,1136.0,471.0,1791.0,90.8,19.596342936001378,41.4612676056338,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2015,Washington and Lee University,5377.0,1284.0,454.0,1735.0,92.2,23.87948670262228,35.3582554517134,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2016,Washington and Lee University,5101.0,1203.0,466.0,1686.0,94.9,23.583611056655556,38.73649210307564,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2017,Washington and Lee University,5455.0,1200.0,471.0,1786.0,95.9,21.998166819431713,39.25,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2018,Washington and Lee University,5855.0,1239.0,474.0,1690.0,94.9,21.161400512382578,38.256658595641646,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2019,Washington and Lee University,6178.0,1147.0,462.0,1578.0,95.0,18.565878925218517,40.27898866608544,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2020,Washington and Lee University,4998.0,1225.0,459.0,1721.0,93.9,24.509803921568626,37.46938775510204,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2021,Washington and Lee University,6621.0,1248.0,484.0,1831.0,95.4,18.849116447666518,38.782051282051285,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234207,2022,Washington and Lee University,7224.0,1225.0,476.0,,96.4,16.95736434108527,38.857142857142854,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2010,Wellesley College,4318.0,1438.0,633.0,2621.0,91.9,33.3024548402038,44.01947148817803,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2011,Wellesley College,4439.0,1362.0,574.0,2627.0,92.5,30.68258616805587,42.143906020558006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2012,Wellesley College,4548.0,1349.0,586.0,2658.0,90.7,29.661389621811786,43.439584877687174,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2013,Wellesley College,4765.0,1387.0,595.0,2656.0,91.4,29.108079748163696,42.898341744772885,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2014,Wellesley College,4710.0,1418.0,593.0,2465.0,93.2,30.10615711252654,41.819464033850494,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2015,Wellesley College,4623.0,1380.0,595.0,2524.0,91.0,29.850746268656714,43.11594202898551,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2016,Wellesley College,4854.0,1388.0,590.0,2580.0,88.8,28.594973217964565,42.50720461095101,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2017,Wellesley College,5666.0,1251.0,605.0,2718.0,92.5,22.079068125661845,48.361310951239005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2018,Wellesley College,6631.0,1296.0,614.0,2744.0,91.2,19.544563414266324,47.376543209876544,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2019,Wellesley College,6395.0,1379.0,612.0,2765.0,93.7,21.563721657544956,44.379985496736765,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2020,Wellesley College,6581.0,1343.0,580.0,2601.0,92.1,20.407232943321684,43.18689501116902,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2021,Wellesley College,7663.0,1240.0,606.0,2668.0,90.2,16.18165209447997,48.87096774193548,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168218,2022,Wellesley College,8491.0,1152.0,585.0,,91.2,13.567306559886937,50.78125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2010,Wesleyan University,10068.0,2218.0,745.0,3026.0,91.7,22.030194676201827,33.58881875563571,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2011,Wesleyan University,10657.0,2190.0,748.0,3079.0,89.8,20.549873322698694,34.15525114155251,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2012,Wesleyan University,9658.0,2340.0,808.0,3114.0,91.5,24.228618761648374,34.52991452991453,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2013,Wesleyan University,10046.0,2102.0,752.0,3057.0,94.1,20.923750746565798,35.77545195052331,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2014,Wesleyan University,9390.0,2245.0,750.0,3308.0,94.3,23.90841320553781,33.4075723830735,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2015,Wesleyan University,9822.0,2180.0,757.0,3194.0,90.5,22.19507228670332,34.72477064220183,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2016,Wesleyan University,11928.0,2127.0,774.0,3274.0,92.5,17.83199195171026,36.38928067700987,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2017,Wesleyan University,12360.0,2013.0,761.0,3309.0,91.8,16.28640776699029,37.80427223050174,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2018,Wesleyan University,12706.0,2218.0,803.0,3397.0,94.2,17.45631984889029,36.20378719567178,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2019,Wesleyan University,13264.0,2186.0,771.0,3405.0,90.6,16.480699638118214,35.26989935956084,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2020,Wesleyan University,12632.0,2640.0,720.0,3287.0,93.8,20.899303356554782,27.27272727272727,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2021,Wesleyan University,13067.0,2540.0,910.0,3661.0,94.5,19.43827963572358,35.826771653543304,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130697,2022,Wesleyan University,14521.0,2096.0,743.0,,92.2,14.434267612423387,35.44847328244275,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2010,Williams College,6017.0,1229.0,546.0,2081.0,95.4,20.42546119328569,44.42636289666396,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2011,Williams College,6631.0,1241.0,548.0,2063.0,97.5,18.71512592369175,44.15793714746172,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2012,Williams College,7030.0,1215.0,545.0,2074.0,96.1,17.28307254623044,44.8559670781893,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2013,Williams College,7069.0,1203.0,547.0,2088.0,95.1,17.017965766020655,45.469659185369906,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2014,Williams College,6316.0,1220.0,546.0,2087.0,95.9,19.316022799240027,44.75409836065574,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2015,Williams College,6883.0,1212.0,551.0,2131.0,94.8,17.608600900770014,45.46204620462046,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2016,Williams College,6985.0,1230.0,553.0,2069.0,94.2,17.609162491052256,44.959349593495936,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2017,Williams College,8593.0,1253.0,548.0,2065.0,97.6,14.581636215524263,43.73503591380686,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2018,Williams College,9560.0,1240.0,533.0,2127.0,96.3,12.97071129707113,42.983870967741936,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2019,Williams College,9715.0,1224.0,546.0,2157.0,95.3,12.599073597529594,44.6078431372549,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2020,Williams College,8744.0,1322.0,482.0,2090.0,95.6,15.118938700823422,36.45990922844176,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2021,Williams College,12452.0,1099.0,574.0,2205.0,96.2,8.825891423064567,52.22929936305732,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168342,2022,Williams College,14844.0,1260.0,558.0,,98.0,8.488278092158447,44.285714285714285,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
