unitid,year,inst_name,slug,state,color,group_maine,group_new_england,is_bowdoin,applied,admitted,enrolled,acceptance_rate,yield_rate,grad_rate_150
168342,2003,Williams College,williams,MA,#500082,False,True,False,5341,1133,533,21.21,47.04,
168342,2004,Williams College,williams,MA,#500082,False,True,False,5705,1093,533,19.16,48.76,
168342,2005,Williams College,williams,MA,#500082,False,True,False,5822,1095,536,18.81,48.95,
168342,2006,Williams College,williams,MA,#500082,False,True,False,5999,1146,534,19.1,46.6,
168342,2007,Williams College,williams,MA,#500082,False,True,False,5999,1146,534,19.1,46.6,
168342,2008,Williams College,williams,MA,#500082,False,True,False,7552,1281,539,16.96,42.08,
168342,2009,Williams College,williams,MA,#500082,False,True,False,6017,1229,550,20.43,44.75,
168342,2010,Williams College,williams,MA,#500082,False,True,False,6017,1229,546,20.43,44.43,
168342,2011,Williams College,williams,MA,#500082,False,True,False,6631,1241,548,18.72,44.16,
168342,2012,Williams College,williams,MA,#500082,False,True,False,7030,1215,545,17.28,44.86,
168342,2013,Williams College,williams,MA,#500082,False,True,False,7069,1203,547,17.02,45.47,
168342,2014,Williams College,williams,MA,#500082,False,True,False,6316,1220,546,19.32,44.75,
168342,2015,Williams College,williams,MA,#500082,False,True,False,6883,1212,551,17.61,45.46,
168342,2016,Williams College,williams,MA,#500082,False,True,False,6985,1230,553,17.61,44.96,
168342,2017,Williams College,williams,MA,#500082,False,True,False,8593,1253,548,14.58,43.74,
168342,2018,Williams College,williams,MA,#500082,False,True,False,9560,1240,533,12.97,42.98,
168342,2019,Williams College,williams,MA,#500082,False,True,False,9715,1224,546,12.6,44.61,
168342,2020,Williams College,williams,MA,#500082,False,True,False,8744,1322,482,15.12,36.46,
168342,2021,Williams College,williams,MA,#500082,False,True,False,12452,1099,574,8.83,52.23,
168342,2022,Williams College,williams,MA,#500082,False,True,False,15321,1302,577,8.5,44.32,
